survey,site,cell,adult,tadpole,subadult,water,year,surv,date,fish,depth,elev,basin,surveyyear
6103,1812,60,0,0,0,1.37,9,1,243,No,-0.438133301,1.143849173,1,
6105,1812,60,0,0,0,1.37,9,2,237,No,-0.438133301,1.143849173,1,
6107,1813,55,0,0,0,1.37,9,1,234,No,-0.487782955,1.66571628,1,
6109,1814,55,0,0,0,1.37,9,1,233,No,-0.140235377,1.894033139,1,
6112,1815,44,0,0,0,1.37,9,1,232,No,-0.065760896,1.26678902,1,
6115,1816,32,0,0,0,1.37,9,1,182,No,-0.462958128,0.993310584,1,
6116,1816,32,0,0,0,1.37,9,2,195,No,-0.462958128,0.993310584,1,
6118,1817,37,0,0,0,1.37,9,1,193,No,-0.487782955,0.258180476,1,
6120,1818,48,0,0,0,1.37,9,1,197,No,-0.537432609,-0.354009784,1,
6122,1819,48,0,0,0,1.37,9,1,198,No,-0.562257436,-0.017806936,1,
6124,1820,42,0,0,0,1.37,9,1,165,No,-0.438133301,-0.911002562,1,
6126,1821,42,0,0,0,1.37,9,1,165,No,-0.562257436,-0.911002562,1,
6211,1843,123,2,0,0,1.37,9,1,167,No,-0.413308474,-0.936092327,0,
6317,1867,31,0,0,2,1.37,9,1,162,No,-0.388483647,-0.40669829,1,
6322,1868,31,0,0,0,1.37,9,1,163,No,-0.264359512,-0.010280007,1,
6325,1869,63,0,0,0,1.37,9,1,175,No,-0.462958128,-0.354009784,1,
6328,1870,75,0,35,0,1.37,9,1,180,No,-0.140235377,0.090079052,1,
6331,1871,31,0,0,0,1.37,9,1,161,No,-0.189885031,-0.369063643,1,
6337,1872,32,0,0,0,1.37,9,1,193,No,-0.512607782,0.65459876,1,
6339,1873,38,0,0,0,1.37,9,1,215,No,-0.487782955,0.228072759,1,
6341,1874,72,2,186,0,1.37,9,1,221,No,-0.11541055,1.344567291,0,
6348,1875,43,0,0,0,1.37,9,1,212,No,0.182487374,1.098687596,1,
6355,1876,55,0,0,0,1.37,9,1,206,No,-0.413308474,1.467507138,0,
6357,1877,55,0,0,0,1.37,9,1,223,No,1.175480455,2.170020552,0,
6358,1877,55,0,0,0,1.37,9,2,257,No,1.175480455,2.170020552,0,
6360,1878,60,1,204,3,1.37,9,1,240,SFL,-0.314009166,1.296896738,1,
6362,1879,21,0,0,0,1.37,9,1,178,No,-0.487782955,-0.062968513,1,
6363,1879,21,0,0,0,1.37,9,2,193,No,-0.487782955,-0.062968513,1,
6364,1880,26,0,0,0,1.37,9,1,176,No,-0.314009166,-0.629997196,1,
6366,1881,66,0,0,0,1.37,9,1,203,No,-0.487782955,1.296896738,0,
6369,1882,71,0,0,0,1.37,9,1,200,No,-0.438133301,1.05352602,0,
6370,1883,55,0,0,0,1.37,9,1,206,No,-0.438133301,1.467507138,0,
6372,1884,55,0,0,0,1.37,9,1,206,No,-0.512607782,1.482560997,0,
6374,1885,43,0,0,0,1.37,9,1,212,No,-0.512607782,0.65459876,1,
6376,1886,43,0,0,0,1.37,9,1,212,No,-0.487782955,0.51911403,1,
6379,1887,55,0,0,0,1.37,9,1,206,No,-0.413308474,1.497614856,0,
6381,1888,55,0,0,0,1.37,9,1,206,No,-0.487782955,1.527722574,0,
6384,1889,43,0,0,0,1.37,9,1,197,No,-0.512607782,1.05352602,1,
6397,1893,65,0,0,0,1.37,9,1,241,No,-0.314009166,0.549221748,1,
6419,1899,62,0,0,0,1.37,9,1,171,No,-0.462958128,-2.157963871,1,
6504,1920,81,0,0,0,1.37,9,1,184,No,-0.438133301,-0.231069937,1,
6515,1925,75,0,0,0,1.37,9,1,179,SFL,0.182487374,0.140258582,1,
6518,1927,49,0,0,0,1.37,9,1,221,SFL,-0.438133301,0.225563782,1,
6521,1928,49,0,0,0,1.37,9,1,221,SF,0.182487374,0.238108665,1,
6532,1929,55,0,0,0,1.37,9,1,235,SF,0.182487374,0.945640031,1,
6535,1930,55,1,0,0,1.37,9,1,234,No,0.182487374,1.163920985,1,
6553,1932,55,0,0,0,1.37,9,1,234,No,-0.314009166,1.158903032,1,
6650,1951,31,4,24,0,1.37,9,1,161,SFL,0.182487374,-0.233578913,1,
6679,1956,36,0,0,0,1.37,9,1,176,SFL,-0.512607782,-1.570863375,1,
6690,1959,69,0,0,0,1.37,9,1,178,No,-0.189885031,-0.619961291,1,
6726,1964,37,0,0,0,1.37,9,1,193,No,-0.512607782,-0.690212632,1,
6728,1965,32,1,81,0,1.37,9,1,183,No,-0.314009166,0.877897666,1,
6753,1969,76,0,0,0,1.37,9,1,137,No,-0.562257436,-0.36404569,0,
6754,1969,76,0,0,0,1.37,9,2,177,No,-0.562257436,-0.36404569,0,
6755,1969,76,0,0,0,1.37,9,3,195,No,-0.562257436,-0.36404569,0,
6770,1970,69,0,0,0,1.37,9,1,162,SFL,-0.562257436,-0.67766775,1,
6791,1972,65,0,0,0,1.37,9,1,241,No,0.182487374,0.4689345,1,
6798,1973,47,0,0,0,1.37,9,1,165,SFL,-0.189885031,-1.590935187,1,
6814,1974,71,0,0,0,1.37,9,1,240,No,-0.314009166,0.639544901,1,
6816,1975,71,0,0,0,1.37,9,1,240,SFL,-0.239534685,0.556748677,1,
6817,1976,47,0,0,0,1.37,9,1,193,No,-0.314009166,-1.011361621,1,
6826,1976,47,0,0,0,1.37,9,2,176,No,-0.314009166,-1.011361621,1,
6828,1977,71,0,0,0,1.37,9,1,240,SFL,-0.438133301,0.579329465,1,
6832,1979,60,0,0,0,1.37,9,1,239,SFL,-0.314009166,0.885424596,1,
6835,1980,55,0,0,0,1.37,9,1,234,No,-0.537432609,1.803709986,1,
6853,1981,71,0,0,0,1.37,9,1,234,SF,0.182487374,0.366066465,0,
6861,1982,71,0,0,0,1.37,9,1,240,No,-0.562257436,0.65459876,0,
6881,1986,43,0,0,0,1.37,9,1,211,No,0.008713585,0.366066465,1,
6882,1987,43,0,0,0,1.37,9,1,213,No,-0.11541055,0.463916548,1,
6887,1988,43,18,1918,43,1.37,9,1,210,SFL,0.182487374,0.551730724,1,
6894,1989,43,0,0,0,1.37,9,1,211,No,-0.388483647,0.456389618,1,
6896,1990,38,0,0,0,1.37,9,1,214,SFL,0.058363239,0.486497336,1,
6898,1991,38,0,0,0,1.37,9,1,215,No,-0.36365882,0.2130189,1,
6902,1992,38,0,4,0,1.37,9,1,217,No,0.182487374,0.586856395,1,
6907,1993,38,0,0,0,1.37,9,1,217,No,-0.189885031,0.549221748,1,
6909,1994,38,0,0,0,1.37,9,1,216,SFL,-0.065760896,0.388647253,1,
6911,1995,38,0,0,0,1.37,9,1,218,No,-0.537432609,0.747430889,1,
6914,1996,44,0,55,0,1.37,9,1,220,No,-0.11541055,0.945640031,1,
6916,1997,70,0,0,0,1.37,9,1,198,SF,0.182487374,0.110150864,1,
6922,1999,65,0,0,0,1.37,9,1,197,SFL,-0.314009166,0.463916548,1,
6955,2004,117,0,2,0,1.37,9,1,194,No,-0.065760896,-0.850787126,0,
6960,2005,123,2,2,3,1.37,9,1,165,No,0.182487374,-0.725338303,0,
6969,2006,123,0,0,1,1.37,9,1,166,No,-0.438133301,-0.71279342,0,
6977,2007,123,3,0,0,1.37,9,1,166,No,-0.462958128,-0.705266491,0,
6988,2008,123,0,0,0,1.37,9,1,167,No,-0.487782955,-0.948637209,0,
6990,2009,32,0,0,0,1.37,9,1,195,No,-0.413308474,0.4689345,1,
6991,2009,32,0,0,0,1.37,9,2,182,No,-0.413308474,0.4689345,1,
6992,2010,26,0,0,0,1.37,9,1,197,No,-0.413308474,-0.113148042,1,
6993,2010,26,0,0,0,1.37,9,2,175,No,-0.413308474,-0.113148042,1,
6995,2011,113,1,0,0,1.37,9,1,207,No,-0.388483647,-0.629997196,0,
6998,2012,113,3,0,0,1.37,9,1,208,No,-0.487782955,-0.476949631,0,
7001,2013,74,0,0,0,1.37,9,1,173,No,-0.189885031,-0.574799714,0,
7002,2013,74,0,0,0,1.37,9,2,221,No,-0.189885031,-0.574799714,0,
7006,2015,69,0,0,0,1.37,9,1,223,No,-0.189885031,-0.895948703,1,
7008,2016,60,0,0,0,1.37,9,1,241,No,-0.512607782,0.594383324,1,
7017,2018,60,0,0,0,1.37,9,1,241,No,-0.462958128,0.885424596,1,
7019,2019,60,0,0,0,1.37,9,1,238,SFL,-0.264359512,0.51911403,1,
7020,2019,60,0,0,0,1.37,9,2,242,SFL,-0.264359512,0.51911403,1,
7022,2020,49,0,0,0,1.37,9,1,237,No,-0.462958128,1.098687596,1,
7023,2020,49,0,0,0,1.37,9,2,244,No,-0.462958128,1.098687596,1,
7025,2021,49,0,0,0,1.37,9,1,244,No,-0.413308474,0.975747749,1,
7028,2022,55,0,0,0,1.37,9,1,222,No,-0.388483647,2.037044799,0,
7029,2022,55,0,0,0,1.37,9,2,257,No,-0.388483647,2.037044799,0,
7040,2025,21,0,0,0,1.37,9,1,177,No,-0.562257436,0.059971335,1,
7051,2030,21,0,0,0,1.37,9,1,179,No,-0.562257436,0.4262819,1,
7053,2031,21,0,0,0,1.37,9,1,179,No,-0.562257436,0.135240629,1,
7057,2032,21,0,2,0,1.37,9,1,178,No,-0.562257436,-0.170854501,1,
7065,2034,21,0,0,0,1.37,9,1,180,SFL,-0.562257436,0.466425524,1,
7067,2035,21,0,0,0,1.37,9,1,180,No,-0.562257436,0.325922841,1,
7069,2036,32,0,0,0,1.37,9,1,180,No,-0.562257436,0.135240629,1,
7133,2045,32,29,5075,102,1.37,9,1,183,No,0.182487374,0.526640959,1,
7153,2048,55,0,0,0,1.37,9,1,222,No,-0.512607782,2.001919128,0,
7155,2049,55,0,0,0,1.37,9,1,207,No,-0.388483647,1.497614856,0,
7187,2057,54,0,0,0,1.37,9,1,208,No,-0.562257436,-1.38269014,1,
7252,2072,41,0,0,0,1.37,9,1,201,SFL,-0.264359512,-1.623551881,1,
7316,2083,32,0,4,1,1.37,9,1,183,No,-0.314009166,0.361048512,1,
7327,2084,83,9,0,1,1.37,9,1,215,No,0.182487374,1.221627444,0,
7351,2086,83,22,269,15,1.37,9,1,215,No,0.182487374,1.221627444,0,
7439,2107,113,2,0,0,1.37,9,1,208,No,0.182487374,-0.522111208,0,
7466,2111,124,0,0,0,1.37,9,1,209,No,-0.462958128,-0.629997196,0,
7470,2112,87,0,0,0,1.37,9,1,195,No,-0.065760896,-0.301321278,0,
7471,2112,87,0,0,0,1.37,9,2,137,No,-0.065760896,-0.301321278,0,
7472,2112,87,0,0,0,1.37,9,3,177,No,-0.065760896,-0.301321278,0,
7506,2124,66,0,0,0,1.37,9,1,220,No,-0.065760896,1.015891372,0,
7552,2135,73,0,0,0,1.37,9,1,172,No,-0.413308474,-2.188071589,0,
7650,2152,81,0,0,0,1.37,9,1,181,No,0.182487374,0.800119395,1,
7673,2154,77,0,0,0,1.37,9,1,233,SFL,-0.314009166,0.285779218,0,
7674,2154,77,0,0,0,1.37,9,2,177,SFL,-0.314009166,0.285779218,0,
7675,2154,77,0,0,0,1.37,9,3,163,SFL,-0.314009166,0.285779218,0,
7677,2154,77,0,0,0,1.37,9,4,162,SFL,-0.314009166,0.285779218,0,
25,11,59,0,0,0,0.99,10,1,160,No,-0.065760896,-1.104193751,1,
26,11,59,0,0,0,0.99,10,2,210,No,-0.065760896,-1.104193751,1,
35,14,25,0,0,0,0.99,10,1,155,No,-0.562257436,-1.470504316,1,
51,21,32,5,450,5,0.99,10,1,254,No,-0.462958128,0.822700184,1,
60,23,25,0,0,0,0.99,10,1,155,No,-0.562257436,-1.104193751,1,
81,30,63,0,0,0,0.99,10,1,248,No,-0.165060204,-1.011361621,1,
321,99,88,0,0,0,0.99,10,1,156,No,0.430735645,0.672161595,0,
322,99,88,0,0,0,0.99,10,2,205,No,0.430735645,0.672161595,0,
388,115,43,5,0,3,0.99,10,1,255,No,-0.140235377,0.792592466,1,
441,135,26,0,0,0,0.99,10,1,195,No,-0.562257436,-0.163327572,1,
464,144,118,0,0,0,0.99,10,1,237,No,0.604509434,-0.09307623,0,
472,145,41,0,0,0,0.99,10,1,156,SFL,-0.562257436,-1.515665893,1,
492,153,41,0,0,0,0.99,10,1,157,No,-0.562257436,-1.224624622,1,
493,153,41,0,0,0,0.99,10,2,257,No,-0.562257436,-1.224624622,1,
506,154,114,2,800,175,0.99,10,1,219,No,0.232137028,0.579329465,0,
507,154,114,13,550,38,0.99,10,2,263,No,0.232137028,0.579329465,0,
540,163,37,1,0,0,0.99,10,1,254,No,0.604509434,-0.062968513,1,
575,171,25,0,0,0,0.99,10,1,155,No,-0.512607782,-1.500612034,1,
671,201,43,6,0,12,0.99,10,1,193,No,0.927232185,0.65459876,1,
672,201,43,46,400,200,0.99,10,2,255,No,0.927232185,0.65459876,1,
738,217,69,0,0,0,0.99,10,1,247,No,-0.239534685,-0.461895773,1,
790,228,41,0,0,0,0.99,10,1,155,No,-0.314009166,-1.302402892,1,
791,228,41,5,9,0,0.99,10,2,157,No,-0.314009166,-1.302402892,1,
792,228,41,7,98,2,0.99,10,3,176,No,-0.314009166,-1.302402892,1,
832,235,31,0,4,3,0.99,10,1,253,SFL,0.927232185,-0.409207266,1,
865,242,84,0,0,0,0.99,10,1,155,No,-0.189885031,-2.662268143,0,
904,255,32,0,0,0,0.99,10,1,194,No,-0.537432609,0.135240629,1,
910,257,32,0,0,0,0.99,10,1,254,No,-0.562257436,0.687215454,1,
1036,294,66,3,3,0,0.99,10,1,198,No,0.232137028,1.068579878,0,
1121,311,41,0,0,0,0.99,10,1,157,No,-0.562257436,-1.392726045,1,
1162,323,41,0,0,0,0.99,10,1,157,No,-0.562257436,-1.194516904,1,
1352,368,31,0,2,1,0.99,10,1,253,No,0.455560472,-0.338955925,1,
1382,376,37,0,0,1,0.99,10,1,254,SFL,0.182487374,-0.170854501,1,
1516,413,36,1,2,0,0.99,10,1,253,No,-0.314009166,-0.783044762,1,
1613,434,41,0,0,0,0.99,10,1,156,No,-0.562257436,-1.377672187,1,
1633,437,41,1,0,0,0.99,10,1,156,No,-0.537432609,-1.317456751,1,
1827,490,41,0,0,0,0.99,10,1,177,SFL,-0.189885031,-1.485558175,1,
1884,502,81,0,0,0,0.99,10,1,258,SF,1.920225265,0.233090712,1,
1939,516,70,0,0,0,0.99,10,1,157,SF,7.133438936,-0.667631844,1,
1985,530,49,0,0,0,0.99,10,1,210,SF,5.892197586,-1.084121939,1,
2019,541,41,3,0,0,0.99,10,1,155,No,-0.189885031,-1.347564469,1,
2020,541,41,19,282,2,0.99,10,2,156,No,-0.189885031,-1.347564469,1,
2021,541,41,1,1,0,0.99,10,3,176,No,-0.189885031,-1.347564469,1,
2022,541,41,0,0,0,0.99,10,4,206,No,-0.189885031,-1.347564469,1,
2103,563,15,0,0,0,0.99,10,1,196,No,-0.289184339,-1.048996268,1,
2115,568,124,0,0,1,0.99,10,1,234,No,-0.413308474,0.243126618,0,
2119,569,113,0,0,0,0.99,10,1,238,No,-0.487782955,-0.062968513,0,
2143,577,15,0,0,0,0.99,10,1,196,No,-0.438133301,-1.048996268,1,
2149,580,113,0,0,0,0.99,10,1,238,No,-0.314009166,0.07753417,0,
2151,581,113,0,0,0,0.99,10,1,239,No,-0.413308474,-0.552218926,0,
2156,583,118,0,0,0,0.99,10,1,235,No,-0.487782955,0.027354641,0,
2164,584,26,0,0,0,0.99,10,1,196,No,-0.438133301,-0.629997196,1,
2183,589,88,0,0,0,0.99,10,1,178,No,-0.537432609,0.672161595,0,
2210,599,124,0,0,0,0.99,10,1,234,No,-0.537432609,0.243126618,0,
2214,601,124,0,0,0,0.99,10,1,235,No,-0.462958128,-0.123183948,0,
2249,612,118,0,0,0,0.99,10,1,234,No,-0.462958128,0.2130189,0,
2282,625,118,0,0,0,0.99,10,1,234,No,-0.462958128,0.180402206,0,
2284,626,124,0,0,0,0.99,10,1,234,No,-0.413308474,0.303342053,0,
2335,635,118,0,0,1,0.99,10,1,235,No,-0.413308474,0.090079052,0,
2343,636,118,0,0,0,0.99,10,1,234,No,-0.438133301,0.180402206,0,
2349,638,124,0,0,0,0.99,10,1,235,No,-0.487782955,0.366066465,0,
2379,652,124,0,0,0,0.99,10,1,234,No,-0.413308474,0.243126618,0,
2382,653,113,0,0,0,0.99,10,1,239,No,-0.413308474,-0.552218926,0,
2393,658,55,0,0,0,0.99,10,1,208,No,-0.065760896,1.191519726,1,
2411,663,113,0,0,0,0.99,10,1,239,No,-0.487782955,-0.338955925,0,
2429,668,124,0,0,0,0.99,10,1,239,No,-0.462958128,-0.002753077,0,
2440,673,118,0,0,0,0.99,10,1,235,No,-0.413308474,0.059971335,0,
2449,675,118,0,0,0,0.99,10,1,237,No,-0.462958128,-0.032860795,0,
2473,682,118,0,0,0,0.99,10,1,234,No,-0.413308474,0.2130189,0,
2477,683,118,0,0,0,0.99,10,1,234,No,-0.487782955,0.180402206,0,
2490,689,113,0,0,0,0.99,10,1,239,No,-0.487782955,-0.017806936,0,
2494,691,124,0,0,5,0.99,10,1,234,No,-0.413308474,0.243126618,0,
2497,692,124,0,0,0,0.99,10,1,234,No,-0.36365882,0.303342053,0,
2502,694,92,0,0,0,0.99,10,1,223,No,-0.512607782,0.443844736,0,
2508,696,98,0,0,0,0.99,10,1,222,No,-0.487782955,-0.828206338,0,
2518,698,81,0,0,0,0.99,10,1,251,No,-0.413308474,-0.522111208,0,
2540,708,124,0,0,0,0.99,10,1,234,No,-0.413308474,0.303342053,0,
2558,713,72,0,0,0,0.99,10,1,252,No,-0.512607782,1.221627444,0,
2572,717,43,0,0,0,0.99,10,1,193,No,-0.562257436,0.822700184,1,
2574,718,118,0,0,0,0.99,10,1,235,No,-0.487782955,-0.09307623,0,
2577,719,55,0,0,4,0.99,10,1,207,No,-0.462958128,1.740985574,1,
2594,724,118,0,0,0,0.99,10,1,235,No,-0.512607782,0.090079052,0,
2628,727,88,0,0,0,0.99,10,1,178,No,-0.487782955,0.609437183,0,
2650,733,118,0,0,0,0.99,10,1,234,No,-0.462958128,0.150294488,0,
2654,735,124,0,0,1,0.99,10,1,238,No,-0.487782955,-0.095585207,0,
2665,739,124,0,0,1,0.99,10,1,234,No,-0.264359512,0.303342053,0,
2683,742,55,0,0,0,0.99,10,1,208,No,-0.462958128,1.191519726,1,
2693,745,124,0,0,0,0.99,10,1,234,No,-0.512607782,0.12018677,0,
2695,746,118,0,0,0,0.99,10,1,235,No,-0.462958128,-0.002753077,0,
2714,754,124,0,0,0,0.99,10,1,238,No,-0.36365882,-0.09307623,0,
2725,758,55,0,0,0,0.99,10,1,208,No,-0.413308474,1.161412008,1,
2743,761,55,0,0,0,0.99,10,1,208,No,-0.438133301,1.191519726,1,
2763,769,26,0,0,0,0.99,10,1,196,No,-0.438133301,-0.690212632,1,
2777,773,98,0,0,0,0.99,10,1,220,No,-0.487782955,-0.246123795,0,
2789,778,55,0,0,0,0.99,10,1,208,No,-0.537432609,1.427363515,1,
2792,779,55,0,0,0,0.99,10,1,208,No,-0.537432609,1.404782726,1,
2798,781,15,0,0,0,0.99,10,1,196,No,-0.537432609,-1.079103986,1,
2858,803,124,0,0,0,0.99,10,1,235,SFL,-0.487782955,-0.629997196,0,
2860,804,15,0,0,0,0.99,10,1,196,No,-0.388483647,-1.033942409,1,
2880,812,124,0,0,0,0.99,10,1,238,No,-0.264359512,-0.09307623,0,
2904,821,113,0,0,0,0.99,10,1,238,No,-0.065760896,-0.276231513,0,
2936,829,88,0,0,0,0.99,10,1,156,No,-0.537432609,0.609437183,0,
2937,829,88,0,0,0,0.99,10,2,205,No,-0.537432609,0.609437183,0,
2950,834,98,0,0,0,0.99,10,1,220,No,-0.438133301,-0.216016078,0,
2960,838,26,0,0,0,0.99,10,1,196,No,-0.413308474,-0.629997196,1,
3019,852,26,0,0,0,0.99,10,1,196,No,-0.438133301,-0.690212632,1,
3045,861,118,0,0,0,0.99,10,1,235,No,-0.413308474,-0.140746783,0,
3063,867,43,0,0,0,0.99,10,1,193,No,-0.388483647,0.822700184,1,
3157,898,118,0,0,0,0.99,10,1,235,No,-0.462958128,0.059971335,0,
3174,903,81,0,0,0,0.99,10,1,251,No,-0.562257436,-0.552218926,0,
3180,906,118,0,0,0,0.99,10,1,235,No,-0.487782955,-0.09307623,0,
3190,908,124,0,36,18,0.99,10,1,234,No,-0.165060204,0.303342053,0,
3200,912,76,0,0,0,0.99,10,1,159,No,-0.289184339,0.855316878,1,
3218,920,118,0,0,0,0.99,10,1,234,No,-0.413308474,0.303342053,0,
3230,926,124,0,0,0,0.99,10,1,234,No,-0.11541055,0.366066465,0,
3237,929,55,0,0,0,0.99,10,1,207,No,-0.388483647,1.811236916,1,
3256,936,118,0,0,0,0.99,10,1,235,No,-0.512607782,-0.09307623,0,
3332,964,113,0,0,0,0.99,10,1,239,No,-0.36365882,-0.552218926,0,
3337,966,87,0,0,0,0.99,10,1,250,No,-0.462958128,-0.399171361,0,
3342,968,118,0,0,0,0.99,10,1,235,No,-0.487782955,-0.09307623,0,
3355,972,124,0,0,0,0.99,10,1,234,No,-0.314009166,0.303342053,0,
3359,974,98,0,0,0,0.99,10,1,223,No,-0.438133301,0.732377031,0,
3387,980,98,0,0,0,0.99,10,1,221,No,-0.388483647,0.368575441,0,
3423,985,115,0,0,0,0.99,10,1,260,No,-0.314009166,1.251735161,0,
3452,995,55,0,0,0,0.99,10,1,208,No,-0.562257436,1.068579878,1,
3471,999,92,0,0,0,0.99,10,1,223,No,-0.438133301,-0.216016078,0,
3481,1003,55,0,0,0,0.99,10,1,208,No,-0.413308474,0.885424596,1,
3511,1016,55,0,0,0,0.99,10,1,208,No,-0.065760896,1.442417374,1,
3522,1020,118,0,0,23,0.99,10,1,235,No,-0.462958128,-0.09307623,0,
3534,1023,98,0,0,0,0.99,10,1,222,No,-0.388483647,-0.828206338,0,
3549,1028,118,0,0,0,0.99,10,1,234,No,-0.413308474,0.2130189,0,
3566,1033,55,0,0,0,0.99,10,1,208,No,-0.388483647,1.161412008,1,
3641,1054,124,0,0,0,0.99,10,1,235,No,-0.413308474,-0.155800642,0,
3652,1059,55,0,0,0,0.99,10,1,207,No,-0.438133301,1.038472161,1,
3705,1077,114,30,85,70,0.99,10,1,263,No,0.182487374,0.732377031,0,
3723,1080,98,0,0,0,0.99,10,1,221,No,-0.314009166,0.366066465,0,
3735,1085,113,0,0,0,0.99,10,1,239,No,0.058363239,-0.017806936,0,
3737,1086,124,0,0,0,0.99,10,1,234,No,-0.462958128,0.303342053,0,
3753,1093,55,0,0,0,0.99,10,1,207,No,-0.512607782,1.811236916,1,
3778,1100,55,0,0,0,0.99,10,1,207,No,-0.314009166,1.512668715,1,
3782,1101,118,0,0,0,0.99,10,1,235,No,-0.413308474,-0.002753077,0,
3795,1104,87,0,0,0,0.99,10,1,223,No,-0.438133301,0.2130189,0,
3844,1123,124,0,0,17,0.99,10,1,234,No,-0.388483647,0.2130189,0,
3852,1126,55,0,0,0,0.99,10,1,206,No,-0.264359512,0.900478455,1,
3866,1132,118,0,0,0,0.99,10,1,236,No,-0.438133301,0.150294488,0,
3881,1137,92,0,0,0,0.99,10,1,223,No,-0.413308474,-0.062968513,0,
3887,1140,104,0,0,0,0.99,10,1,220,No,-0.314009166,0.333449771,0,
3895,1142,44,0,0,0,0.99,10,1,206,No,-0.512607782,1.251735161,1,
3902,1145,118,0,0,0,0.99,10,1,235,No,-0.065760896,0.243126618,0,
3922,1154,26,0,0,0,0.99,10,1,196,No,-0.189885031,-0.629997196,1,
3970,1173,55,0,0,0,0.99,10,1,206,No,-0.314009166,1.008364443,1,
3977,1176,118,0,0,0,0.99,10,1,237,No,-0.413308474,-0.032860795,0,
4004,1187,54,0,0,0,0.99,10,1,210,No,-0.487782955,-1.23967848,1,
4007,1188,81,0,0,0,0.99,10,1,251,No,0.058363239,0.534167889,0,
4033,1197,118,0,0,0,0.99,10,1,237,No,-0.165060204,-0.002753077,0,
4097,1219,118,2,0,17,0.99,10,1,235,No,-0.388483647,-0.085549301,0,
4107,1221,55,0,0,0,0.99,10,1,208,No,-0.487782955,1.404782726,1,
4111,1223,118,0,0,0,0.99,10,1,237,No,0.356261163,-0.09307623,0,
4131,1228,118,0,0,0,0.99,10,1,237,No,-0.189885031,-0.032860795,0,
4188,1244,118,0,0,0,0.99,10,1,236,No,-0.413308474,0.180402206,0,
4225,1255,87,0,0,0,0.99,10,1,224,No,-0.462958128,-0.49200349,0,
4260,1271,118,1,0,0,0.99,10,1,235,No,-0.289184339,-0.108130089,0,
4301,1287,118,0,0,0,0.99,10,1,236,No,-0.36365882,-0.246123795,0,
4309,1291,118,1,0,0,0.99,10,1,235,No,-0.11541055,0.059971335,0,
4379,1314,113,0,0,0,0.99,10,1,238,No,-0.487782955,-0.276231513,0,
4418,1326,81,0,0,0,0.99,10,1,251,No,-0.36365882,0.579329465,0,
4446,1336,92,0,0,0,0.99,10,1,223,No,-0.487782955,2.139912834,0,
4466,1343,87,0,0,0,0.99,10,1,224,No,-0.36365882,-0.49200349,0,
4477,1348,113,1,0,0,0.99,10,1,238,No,-0.438133301,-0.361536713,0,
4538,1368,113,0,0,0,0.99,10,1,238,No,-0.314009166,-0.01529796,0,
4599,1393,98,0,0,0,0.99,10,1,220,No,-0.438133301,-0.062968513,0,
4602,1394,129,0,0,0,0.99,10,1,235,No,-0.314009166,0.732377031,0,
4654,1405,72,0,0,0,0.99,10,1,252,No,-0.512607782,1.650662421,0,
4658,1406,55,38,780,32,0.99,10,1,207,No,-0.264359512,1.068579878,1,
4702,1415,63,0,0,0,0.99,10,1,248,No,-0.314009166,-0.660104914,1,
4726,1426,55,1,0,0,0.99,10,1,207,No,-0.016111242,1.038472161,1,
4770,1442,32,1,0,0,0.99,10,1,191,No,-0.562257436,0.037390546,1,
4771,1442,32,0,0,0,0.99,10,2,254,No,-0.562257436,0.037390546,1,
4799,1453,115,0,0,0,0.99,10,1,260,No,-0.314009166,1.314459573,0,
4846,1462,63,0,0,0,0.99,10,1,248,No,-0.314009166,-0.675158773,1,
4892,1478,118,0,3,0,0.99,10,1,236,No,-0.36365882,0.180402206,0,
4927,1489,87,0,0,0,0.99,10,1,224,SFL,-0.140235377,-0.49200349,0,
4945,1494,55,0,0,0,0.99,10,1,208,No,-0.314009166,1.161412008,1,
4962,1498,124,0,0,0,0.99,10,1,235,No,-0.239534685,0.456389618,0,
4978,1505,93,0,0,0,0.99,10,1,182,No,-0.462958128,1.038472161,0,
5057,1527,98,0,0,0,0.99,10,1,221,No,0.058363239,0.366066465,0,
5066,1531,55,0,0,0,0.99,10,1,208,No,-0.314009166,1.128795314,1,
5079,1533,87,0,0,0,0.99,10,1,223,No,-0.388483647,0.180402206,0,
5150,1554,32,0,0,0,0.99,10,1,254,No,-0.562257436,-0.017806936,1,
5175,1560,55,1,33,0,0.99,10,1,207,No,-0.065760896,1.710877857,1,
5201,1566,87,0,0,0,0.99,10,1,250,No,-0.438133301,-0.399171361,0,
5310,1599,63,0,0,0,0.99,10,1,248,No,-0.462958128,-0.09307623,1,
5322,1604,118,0,0,0,0.99,10,1,236,No,-0.065760896,-0.216016078,0,
5323,1604,118,0,0,3,0.99,10,2,237,No,-0.065760896,-0.216016078,0,
5330,1607,43,3,3,9,0.99,10,1,193,No,-0.189885031,0.65459876,1,
5331,1607,43,5,0,10,0.99,10,2,255,No,-0.189885031,0.65459876,1,
5346,1611,63,0,0,0,0.99,10,1,248,No,-0.264359512,-0.461895773,1,
5362,1617,38,2,0,16,0.99,10,1,255,No,0.058363239,0.614455136,1,
5408,1632,26,0,0,0,0.99,10,1,196,No,-0.314009166,-0.697739561,1,
5411,1633,38,1,0,0,0.99,10,1,255,No,0.182487374,0.564275607,1,
5425,1634,76,11,248,8,0.99,10,1,180,No,0.232137028,0.792592466,0,
